transaction_id,total_cost,transaction_time,transaction_date,transaction_type,customer_id,employee_id,week_number
40608,28.85,17:34:01,2024-07-14,Credit/Debit,216,,28
40609,15.84,18:51:38,2024-02-10,Credit/Debit,879,,6
40610,30.07,13:10:16,2024-10-20,Gift Card,464,,42
40611,7.31,11:58:41,2024-07-29,Gift Card,432,,31
40612,22.79,20:32:18,2024-03-16,Credit/Debit,,2,11
40613,47.31,18:57:51,2024-01-06,Gift Card,,11,1
40614,17.0,14:21:17,2024-06-24,Credit/Debit,590,,26
40615,36.83,16:57:38,2024-01-11,Credit/Debit,735,,2
40616,27.22,20:50:05,2024-05-25,Gift Card,639,,21
40617,38.62,16:58:47,2024-07-02,Gift Card,,8,27
40618,35.78,12:33:12,2024-01-11,Gift Card,,1,2
40619,35.09,12:47:05,2024-08-05,Gift Card,172,,32
40620,28.77,16:42:46,2024-10-07,Credit/Debit,,1,41
40621,11.62,21:34:02,2024-06-08,Credit/Debit,,8,23
40622,32.64,21:58:33,2024-08-17,Gift Card,314,,33
40623,39.8,18:45:19,2024-02-13,Credit/Debit,906,,7
40624,49.65,17:54:55,2024-03-13,Gift Card,584,,11
40625,22.73,20:38:03,2024-02-25,Gift Card,390,,8
40626,22.32,20:47:43,2024-06-13,Credit/Debit,759,,24
40627,33.32,13:52:59,2024-08-28,Gift Card,,10,35
40628,13.28,12:26:00,2024-10-16,Credit/Debit,,10,42
40629,49.01,10:32:28,2024-05-07,Credit/Debit,,11,19
40630,11.11,17:42:36,2024-10-01,Gift Card,,5,40
40631,34.57,19:28:15,2024-11-24,Credit/Debit,630,,47
40632,21.43,18:35:56,2024-05-27,Credit/Debit,,7,22
40633,24.63,12:00:41,2024-04-15,Gift Card,,6,16
40634,9.12,19:49:01,2024-09-25,Gift Card,823,,39
40635,18.7,13:43:39,2024-07-20,Gift Card,,9,29
40636,38.51,15:18:22,2024-01-30,Credit/Debit,396,,5
40637,32.31,19:36:26,2024-04-22,Credit/Debit,,4,17
40638,41.95,16:35:49,2024-07-12,Credit/Debit,,8,28
40639,22.43,17:52:05,2024-09-24,Credit/Debit,282,,39
40640,36.14,19:29:38,2024-04-26,Credit/Debit,430,,17
40641,6.1,16:28:07,2024-11-07,Gift Card,,8,45
40642,16.13,18:16:42,2024-12-04,Gift Card,,4,49
40643,6.93,21:41:28,2024-05-29,Gift Card,202,,22
40644,42.9,14:05:22,2024-11-13,Credit/Debit,641,,46
40645,14.52,12:07:11,2024-06-08,Gift Card,628,,23
40646,20.39,19:36:16,2024-09-24,Gift Card,,5,39
40647,16.63,17:11:52,2024-09-12,Credit/Debit,,7,37
40648,20.03,19:25:41,2024-07-01,Credit/Debit,24,,27
40649,6.67,20:35:42,2024-11-17,Credit/Debit,,6,46
40650,44.18,13:50:14,2024-06-05,Gift Card,,7,23
40651,31.13,10:14:53,2024-02-04,Credit/Debit,628,,5
40652,27.42,16:39:37,2024-07-06,Credit/Debit,,6,27
40653,25.45,12:08:07,2024-02-13,Gift Card,128,,7
40654,34.34,15:36:22,2024-05-23,Gift Card,,12,21
40655,14.08,15:11:12,2024-01-19,Credit/Debit,,8,3
40656,23.85,21:27:44,2024-11-16,Credit/Debit,898,,46
40657,22.52,16:04:08,2024-11-28,Credit/Debit,445,,48
40658,8.4,11:42:42,2024-04-25,Credit/Debit,,12,17
40659,38.96,19:54:29,2024-07-06,Gift Card,,8,27
40660,41.89,13:00:23,2024-11-19,Credit/Debit,,4,47
40661,30.27,11:16:53,2024-02-26,Gift Card,,12,9
40662,31.13,12:35:25,2024-09-10,Gift Card,,3,37
40663,49.26,14:22:42,2024-05-20,Gift Card,513,,21
40664,11.89,16:53:03,2024-11-27,Credit/Debit,623,,48
40665,5.84,14:31:21,2024-07-05,Credit/Debit,,6,27
40666,23.96,13:47:01,2024-07-20,Credit/Debit,,5,29
40667,37.05,13:06:05,2024-06-15,Gift Card,229,,24
40668,40.25,12:49:57,2024-09-17,Credit/Debit,294,,38
40669,40.63,16:16:13,2024-01-18,Gift Card,881,,3
40670,16.79,12:19:34,2024-04-20,Gift Card,684,,16
40671,31.21,19:43:27,2024-06-03,Credit/Debit,999,,23
40672,24.62,20:34:52,2024-02-06,Gift Card,340,,6
40673,26.22,14:33:57,2024-05-13,Gift Card,379,,20
40674,44.96,16:48:36,2024-08-28,Credit/Debit,,1,35
40675,38.52,21:46:52,2024-05-15,Gift Card,599,,20
40676,45.47,20:22:22,2024-04-08,Gift Card,986,,15
40677,36.59,18:02:57,2024-02-04,Gift Card,,13,5
40678,11.24,15:26:12,2024-06-24,Credit/Debit,,2,26
40679,26.31,16:32:30,2024-11-21,Credit/Debit,,10,47
40680,19.11,11:09:47,2024-09-12,Credit/Debit,496,,37
40681,20.76,14:03:23,2024-04-25,Credit/Debit,,9,17
40682,38.96,21:29:31,2024-08-30,Gift Card,,8,35
40683,13.06,11:41:26,2024-10-08,Gift Card,,7,41
40684,25.98,21:15:45,2024-02-13,Credit/Debit,,1,7
40685,28.27,11:49:58,2024-10-03,Gift Card,623,,40
40686,30.84,11:40:00,2024-10-25,Credit/Debit,416,,43
40687,43.56,17:24:24,2024-09-21,Gift Card,961,,38
40688,14.97,14:57:22,2024-09-25,Credit/Debit,,9,39
40689,39.33,18:36:26,2024-10-17,Credit/Debit,612,,42
40690,19.83,10:51:54,2024-08-26,Credit/Debit,260,,35
40691,48.5,11:16:21,2024-02-14,Gift Card,,9,7
40692,48.04,19:11:36,2024-05-10,Gift Card,302,,19
40693,44.8,19:51:55,2024-11-25,Gift Card,331,,48
40694,22.19,16:19:11,2024-04-06,Credit/Debit,,11,14
40695,22.23,18:25:28,2024-03-24,Credit/Debit,131,,12
40696,14.74,14:39:45,2024-12-07,Gift Card,870,,49
40697,26.83,15:08:11,2024-08-02,Credit/Debit,,7,31
40698,37.82,20:09:25,2024-06-18,Credit/Debit,706,,25
40699,36.29,10:15:39,2024-08-28,Credit/Debit,209,,35
40700,20.95,12:50:51,2024-07-09,Credit/Debit,21,,28
40701,25.0,13:03:01,2024-10-10,Credit/Debit,,6,41
40702,43.25,13:07:12,2024-10-26,Gift Card,,11,43
40703,10.93,19:49:25,2024-06-13,Gift Card,,3,24
40704,42.79,16:07:56,2024-04-18,Credit/Debit,876,,16
40705,6.84,10:18:46,2024-07-02,Credit/Debit,,12,27
40706,31.57,19:00:17,2024-01-03,Gift Card,,1,1
40707,6.41,19:10:01,2024-06-21,Credit/Debit,,4,25
40708,24.25,21:13:18,2024-04-05,Credit/Debit,,13,14
40709,45.26,20:02:08,2024-06-29,Credit/Debit,,8,26
40710,27.92,17:27:03,2024-01-07,Gift Card,556,,1
40711,17.04,14:40:47,2024-10-02,Gift Card,526,,40
40712,47.7,12:17:22,2024-03-20,Credit/Debit,,3,12
40713,44.63,14:43:57,2024-10-25,Credit/Debit,,13,43
40714,43.59,20:12:33,2024-08-16,Gift Card,357,,33
40715,25.57,18:48:38,2024-04-30,Gift Card,,8,18
40716,23.08,19:39:20,2024-08-05,Credit/Debit,,3,32
40717,15.95,14:30:00,2024-03-07,Credit/Debit,476,,10
40718,36.09,14:48:21,2024-05-27,Gift Card,538,,22
40719,29.72,13:54:55,2024-09-08,Credit/Debit,,8,36
40720,31.95,14:32:07,2024-10-05,Gift Card,,10,40
40721,48.33,16:04:08,2024-05-11,Gift Card,963,,19
40722,36.61,12:53:13,2024-03-18,Credit/Debit,57,,12
40723,26.72,19:03:14,2024-06-21,Gift Card,429,,25
40724,10.85,20:48:04,2024-10-23,Gift Card,,7,43
40725,16.97,12:51:51,2024-01-12,Gift Card,17,,2
40726,20.62,16:22:25,2024-01-24,Gift Card,593,,4
40727,46.77,16:39:50,2024-11-09,Credit/Debit,,1,45
40728,29.59,18:13:41,2024-05-31,Gift Card,,12,22
40729,38.55,15:03:50,2024-10-24,Credit/Debit,938,,43
40730,37.1,19:11:00,2024-05-08,Credit/Debit,,8,19
40731,38.37,10:30:04,2024-08-02,Gift Card,379,,31
40732,18.48,18:18:18,2024-11-10,Gift Card,780,,45
40733,7.67,15:07:40,2024-10-19,Credit/Debit,,9,42
40734,12.76,12:10:26,2024-03-19,Gift Card,40,,12
40735,16.28,16:49:04,2024-09-13,Credit/Debit,215,,37
40736,23.7,16:04:55,2024-04-06,Gift Card,797,,14
40737,36.97,13:38:41,2024-05-30,Gift Card,353,,22
40738,35.92,16:35:15,2024-07-12,Gift Card,828,,28
40739,5.21,10:43:02,2024-03-27,Gift Card,,11,13
40740,28.59,14:42:20,2024-11-13,Credit/Debit,,9,46
40741,32.92,16:59:19,2024-02-17,Credit/Debit,,1,7
40742,47.47,12:47:29,2024-07-07,Gift Card,294,,27
40743,13.54,18:41:30,2024-05-12,Credit/Debit,96,,19
40744,37.85,15:46:58,2024-03-21,Credit/Debit,940,,12
40745,5.25,17:46:43,2024-10-13,Credit/Debit,,11,41
40746,42.43,13:46:41,2024-09-23,Credit/Debit,21,,39
40747,9.26,18:31:16,2024-06-10,Credit/Debit,,7,24
40748,31.22,19:59:00,2024-05-17,Credit/Debit,,13,20
40749,6.43,21:34:48,2024-06-03,Credit/Debit,146,,23
40750,45.25,17:04:49,2024-07-27,Gift Card,,13,30
40751,28.29,19:59:49,2024-11-04,Credit/Debit,,7,45
40752,6.81,11:34:09,2024-05-08,Credit/Debit,,6,19
40753,30.61,10:49:39,2024-09-24,Credit/Debit,,1,39
40754,45.63,14:04:21,2024-12-02,Credit/Debit,,9,49
40755,23.96,21:58:31,2024-08-21,Credit/Debit,,11,34
40756,31.57,11:14:54,2024-09-27,Gift Card,,10,39
40757,26.96,10:13:44,2024-07-10,Gift Card,339,,28
40758,27.93,18:24:56,2024-10-13,Gift Card,493,,41
40759,37.24,10:01:03,2024-01-24,Gift Card,,11,4
40760,18.98,18:19:26,2024-02-20,Credit/Debit,,3,8
40761,44.36,21:22:19,2024-07-10,Gift Card,,6,28
40762,34.36,21:15:23,2024-02-25,Credit/Debit,,12,8
40763,20.67,19:35:48,2024-06-15,Gift Card,,5,24
40764,35.11,16:01:01,2024-10-07,Credit/Debit,,6,41
40765,26.32,14:12:57,2024-02-20,Credit/Debit,,11,8
40766,15.46,21:39:01,2024-08-25,Gift Card,,12,34
40767,33.64,17:47:29,2024-07-17,Gift Card,135,,29
40768,11.79,21:17:20,2024-05-01,Gift Card,,4,18
40769,27.29,14:00:31,2024-07-26,Gift Card,,12,30
40770,15.01,19:17:30,2024-04-26,Credit/Debit,476,,17
40771,45.82,14:31:38,2024-01-02,Gift Card,,12,1
40772,31.1,10:16:07,2024-11-25,Gift Card,,7,48
40773,41.5,21:44:22,2024-07-30,Gift Card,,9,31
40774,20.53,12:23:12,2024-02-21,Gift Card,,12,8
40775,9.96,11:31:41,2024-05-09,Credit/Debit,796,,19
40776,20.74,10:08:52,2024-07-26,Credit/Debit,585,,30
40777,48.68,12:07:47,2024-08-31,Credit/Debit,,2,35
40778,32.46,20:32:26,2024-09-29,Gift Card,252,,39
40779,21.91,19:47:31,2024-10-04,Credit/Debit,,3,40
40780,22.65,14:17:48,2024-05-15,Credit/Debit,98,,20
40781,35.35,15:50:57,2024-02-17,Gift Card,768,,7
40782,6.56,20:18:59,2024-09-06,Gift Card,,10,36
40783,48.23,13:02:21,2024-08-18,Credit/Debit,974,,33
40784,10.85,14:53:28,2024-03-11,Gift Card,,12,11
40785,14.34,14:34:56,2024-11-20,Gift Card,908,,47
40786,5.87,11:01:02,2024-11-29,Credit/Debit,,6,48
40787,26.47,15:49:00,2024-11-16,Credit/Debit,635,,46
40788,15.38,10:17:01,2024-01-02,Credit/Debit,,11,1
40789,7.7,15:51:28,2024-10-01,Gift Card,654,,40
40790,19.23,19:29:18,2024-01-26,Gift Card,798,,4
40791,23.52,10:51:17,2024-09-02,Gift Card,,8,36
40792,21.48,20:34:41,2024-09-21,Gift Card,,12,38
40793,10.44,18:46:42,2024-01-08,Credit/Debit,,2,2
40794,17.17,18:10:57,2024-10-14,Gift Card,868,,42
40795,33.24,20:38:56,2024-07-15,Gift Card,,3,29
40796,13.54,20:14:35,2024-10-09,Credit/Debit,,6,41
40797,11.56,15:18:13,2024-07-17,Credit/Debit,416,,29
40798,25.71,21:49:37,2024-10-27,Gift Card,125,,43
40799,10.41,11:22:11,2024-07-20,Credit/Debit,574,,29
40800,29.94,20:10:26,2024-05-04,Credit/Debit,,4,18
40801,15.07,15:19:10,2024-10-25,Credit/Debit,299,,43
40802,23.18,11:34:21,2024-08-25,Gift Card,789,,34
40803,36.71,14:11:53,2024-11-08,Credit/Debit,952,,45
40804,40.67,13:00:01,2024-04-30,Credit/Debit,,5,18
40805,12.38,11:31:21,2024-01-22,Credit/Debit,605,,4
40806,32.99,12:25:57,2024-10-07,Credit/Debit,772,,41
40807,19.3,11:26:13,2024-01-27,Credit/Debit,,1,4
40808,43.85,19:29:52,2024-05-08,Credit/Debit,,3,19
40809,37.85,21:15:19,2024-01-18,Gift Card,,8,3
40810,40.65,15:09:33,2024-07-20,Gift Card,967,,29
40811,36.6,16:58:48,2024-04-23,Credit/Debit,,13,17
40812,28.64,19:06:39,2024-02-15,Gift Card,,12,7
40813,18.28,16:34:29,2024-08-09,Credit/Debit,471,,32
40814,8.11,20:08:40,2024-08-17,Gift Card,800,,33
40815,19.56,21:12:58,2024-10-24,Gift Card,,2,43
40816,43.51,12:06:35,2024-02-10,Credit/Debit,,11,6
40817,33.61,14:53:43,2024-02-10,Gift Card,,9,6
40818,43.64,11:50:48,2024-03-10,Credit/Debit,,8,10
40819,7.52,15:07:46,2024-03-29,Credit/Debit,,2,13
40820,21.15,12:38:35,2024-09-11,Credit/Debit,,12,37
40821,40.2,18:37:51,2024-06-12,Credit/Debit,,12,24
40822,20.93,15:30:53,2024-12-02,Credit/Debit,456,,49
40823,22.08,10:05:18,2024-04-13,Gift Card,996,,15
40824,43.36,16:15:05,2024-03-28,Credit/Debit,154,,13
40825,29.2,16:56:02,2024-06-22,Credit/Debit,,2,25
40826,20.82,20:11:53,2024-04-04,Credit/Debit,,5,14
40827,12.54,12:12:02,2024-11-25,Gift Card,,11,48
40828,10.37,16:56:51,2024-04-18,Gift Card,,3,16
40829,44.0,10:53:51,2024-09-05,Credit/Debit,132,,36
40830,12.42,12:32:24,2024-02-03,Gift Card,777,,5
40831,5.36,15:49:36,2024-07-30,Credit/Debit,,2,31
40832,6.08,19:35:51,2024-05-21,Gift Card,954,,21
40833,49.46,18:43:19,2024-01-26,Credit/Debit,378,,4
40834,39.62,18:15:55,2024-04-15,Credit/Debit,,7,16
40835,37.34,16:10:05,2024-01-16,Gift Card,,10,3
40836,39.27,14:07:34,2024-03-23,Credit/Debit,,4,12
40837,26.45,12:41:35,2024-03-29,Gift Card,,8,13
40838,13.88,11:27:04,2024-03-21,Gift Card,427,,12
40839,23.09,21:49:56,2024-03-18,Credit/Debit,,4,12
40840,23.25,16:58:32,2024-08-22,Credit/Debit,,2,34
40841,47.53,20:59:31,2024-02-25,Credit/Debit,353,,8
40842,35.38,15:25:15,2024-12-07,Gift Card,,7,49
40843,7.1,19:38:37,2024-09-03,Credit/Debit,757,,36
40844,8.3,21:13:09,2024-03-26,Gift Card,,2,13
40845,35.89,21:47:44,2024-09-12,Credit/Debit,,11,37
40846,23.63,12:07:10,2024-09-02,Gift Card,,3,36
40847,42.58,13:58:06,2024-02-03,Gift Card,369,,5
40848,17.7,21:24:26,2024-08-17,Credit/Debit,,8,33
40849,19.58,14:18:30,2024-07-12,Credit/Debit,255,,28
40850,36.83,21:34:16,2024-09-14,Credit/Debit,686,,37
40851,7.66,20:51:14,2024-12-02,Gift Card,927,,49
40852,24.16,11:14:31,2024-10-16,Credit/Debit,,4,42
40853,25.88,17:17:07,2024-12-07,Credit/Debit,762,,49
40854,12.3,14:24:23,2024-02-18,Credit/Debit,701,,7
40855,17.91,16:21:07,2024-07-11,Credit/Debit,447,,28
40856,20.68,16:48:58,2024-11-23,Credit/Debit,630,,47
40857,11.51,15:30:56,2024-06-23,Gift Card,586,,25
40858,15.4,15:55:46,2024-02-29,Credit/Debit,596,,9
40859,11.52,10:40:16,2024-04-24,Gift Card,87,,17
40860,25.25,13:44:38,2024-06-06,Credit/Debit,,8,23
40861,31.93,17:04:56,2024-09-21,Gift Card,708,,38
40862,25.97,15:47:53,2024-01-12,Gift Card,,10,2
40863,18.18,16:17:04,2024-11-03,Gift Card,760,,44
40864,48.46,16:59:16,2024-08-06,Credit/Debit,508,,32
40865,39.16,19:07:45,2024-02-18,Credit/Debit,593,,7
40866,40.53,12:34:42,2024-08-14,Gift Card,,1,33
40867,14.53,17:26:19,2024-04-06,Credit/Debit,21,,14
40868,41.55,12:03:02,2024-06-13,Credit/Debit,570,,24
40869,29.13,10:46:58,2024-08-09,Credit/Debit,357,,32
40870,44.5,21:38:31,2024-07-28,Gift Card,,9,30
40871,45.49,14:52:57,2024-03-15,Credit/Debit,,1,11
40872,23.32,21:21:53,2024-11-07,Credit/Debit,716,,45
40873,46.68,18:09:42,2024-08-01,Credit/Debit,,9,31
40874,39.8,15:41:59,2024-08-15,Credit/Debit,178,,33
40875,20.59,21:33:28,2024-09-03,Gift Card,,2,36
40876,10.61,13:19:31,2024-03-14,Credit/Debit,874,,11
40877,32.43,12:16:39,2024-05-15,Gift Card,465,,20
40878,21.34,11:18:20,2024-04-30,Credit/Debit,342,,18
40879,25.09,16:15:06,2024-02-20,Credit/Debit,65,,8
40880,27.84,14:59:04,2024-02-20,Gift Card,,13,8
40881,23.08,19:19:23,2024-01-21,Credit/Debit,,10,3
40882,25.22,20:49:41,2024-11-11,Gift Card,,6,46
40883,23.61,10:58:41,2024-10-29,Credit/Debit,55,,44
40884,16.42,19:31:00,2024-01-02,Credit/Debit,,4,1
40885,12.23,16:12:31,2024-09-28,Gift Card,,4,39
40886,49.18,13:46:22,2024-08-30,Gift Card,,9,35
40887,19.71,10:12:54,2024-03-05,Gift Card,139,,10
40888,28.98,20:15:11,2024-10-29,Credit/Debit,211,,44
40889,5.44,15:20:59,2024-07-11,Credit/Debit,924,,28
40890,21.88,15:01:44,2024-01-25,Credit/Debit,674,,4
40891,19.99,12:07:51,2024-11-30,Credit/Debit,,1,48
40892,41.56,13:00:42,2024-08-30,Gift Card,209,,35
40893,22.87,18:18:03,2024-08-25,Credit/Debit,,1,34
40894,46.36,18:23:12,2024-09-10,Gift Card,729,,37
40895,32.2,21:41:09,2024-06-07,Gift Card,234,,23
40896,41.57,13:49:57,2024-02-02,Credit/Debit,519,,5
40897,18.97,10:12:47,2024-04-23,Gift Card,102,,17
40898,17.99,16:48:50,2024-06-29,Gift Card,942,,26
40899,24.05,18:15:49,2024-02-15,Credit/Debit,,4,7
40900,37.75,20:37:29,2024-04-29,Credit/Debit,923,,18
40901,13.73,10:00:53,2024-01-14,Credit/Debit,,8,2
40902,20.41,19:34:55,2024-06-17,Credit/Debit,86,,25
40903,21.51,18:00:51,2024-02-26,Credit/Debit,,8,9
40904,36.39,14:29:36,2024-08-14,Gift Card,742,,33
40905,40.46,10:34:50,2024-08-08,Credit/Debit,,1,32
40906,16.82,19:18:55,2024-08-26,Gift Card,,4,35
40907,34.54,18:53:09,2024-01-20,Gift Card,,4,3
40908,36.57,16:57:27,2024-08-24,Gift Card,,3,34
40909,42.66,13:57:16,2024-05-22,Credit/Debit,,4,21
40910,47.47,18:10:32,2024-08-23,Gift Card,220,,34
40911,46.42,18:58:54,2024-06-14,Gift Card,722,,24
40912,41.31,20:42:00,2024-01-14,Gift Card,14,,2
40913,24.34,17:58:45,2024-05-15,Gift Card,,3,20
40914,29.64,17:18:45,2024-06-07,Credit/Debit,,3,23
40915,17.1,12:59:35,2024-05-26,Gift Card,,4,21
40916,11.65,17:34:10,2024-06-17,Gift Card,357,,25
40917,41.75,19:48:20,2024-07-26,Credit/Debit,867,,30
40918,34.08,17:07:15,2024-05-20,Gift Card,,1,21
40919,14.37,11:26:11,2024-06-09,Gift Card,,12,23
40920,12.04,15:31:15,2024-09-30,Credit/Debit,,1,40
40921,29.43,18:45:26,2024-09-27,Credit/Debit,962,,39
40922,33.64,13:31:52,2024-05-01,Credit/Debit,270,,18
40923,38.9,15:06:42,2024-11-21,Gift Card,,7,47
40924,24.17,10:35:59,2024-05-19,Credit/Debit,,7,20
40925,46.12,19:50:09,2024-01-07,Credit/Debit,,2,1
40926,41.23,11:18:45,2024-05-17,Gift Card,184,,20
40927,44.99,19:15:57,2024-07-22,Credit/Debit,695,,30
40928,41.05,19:41:37,2024-01-10,Gift Card,,7,2
40929,39.08,17:49:59,2024-08-31,Credit/Debit,,1,35
40930,47.55,19:31:22,2024-05-15,Credit/Debit,31,,20
40931,22.93,11:39:35,2024-10-30,Gift Card,987,,44
40932,13.53,10:59:59,2024-03-02,Credit/Debit,870,,9
40933,14.41,17:32:27,2024-05-15,Credit/Debit,,8,20
40934,16.89,13:36:12,2024-05-10,Credit/Debit,332,,19
40935,46.48,10:13:27,2024-01-16,Credit/Debit,,3,3
40936,22.35,17:01:52,2024-03-04,Gift Card,228,,10
40937,49.25,14:07:59,2024-11-06,Credit/Debit,,5,45
40938,25.21,21:17:35,2024-04-30,Credit/Debit,344,,18
40939,24.69,13:22:56,2024-08-04,Gift Card,544,,31
40940,19.58,10:47:52,2024-06-28,Gift Card,,4,26
40941,14.86,16:22:20,2024-02-27,Credit/Debit,,4,9
40942,5.48,18:51:16,2024-07-12,Credit/Debit,122,,28
40943,32.08,15:50:19,2024-08-12,Credit/Debit,,11,33
40944,43.7,20:41:09,2024-04-15,Credit/Debit,,11,16
40945,44.05,19:23:55,2024-07-23,Credit/Debit,,2,30
40946,22.68,17:04:22,2024-05-29,Gift Card,62,,22
40947,20.5,10:16:31,2024-09-26,Gift Card,,9,39
40948,49.26,17:32:51,2024-06-15,Gift Card,51,,24
40949,23.01,18:30:18,2024-04-04,Gift Card,560,,14
40950,13.83,12:26:01,2024-04-23,Gift Card,912,,17
40951,36.98,15:58:55,2024-08-16,Gift Card,863,,33
40952,30.86,19:13:44,2024-04-04,Credit/Debit,537,,14
40953,8.02,14:17:40,2024-07-01,Gift Card,,10,27
40954,11.73,16:42:17,2024-11-02,Gift Card,,8,44
40955,30.46,11:49:55,2024-02-11,Gift Card,51,,6
40956,22.88,18:03:24,2024-08-25,Credit/Debit,255,,34
40957,49.49,21:47:17,2024-06-02,Credit/Debit,,8,22
40958,48.68,14:35:26,2024-11-12,Gift Card,458,,46
40959,40.84,21:07:35,2024-03-09,Credit/Debit,,9,10
40960,11.87,16:43:42,2024-10-01,Gift Card,644,,40
40961,39.48,10:44:00,2024-03-19,Gift Card,764,,12
40962,37.79,12:27:18,2024-09-01,Gift Card,,11,35
40963,13.1,18:38:25,2024-11-07,Gift Card,,2,45
40964,7.4,21:21:33,2024-06-29,Gift Card,,5,26
40965,31.66,21:27:53,2024-06-13,Gift Card,,11,24
40966,40.73,16:06:55,2024-03-06,Credit/Debit,,1,10
40967,30.47,16:19:45,2024-04-16,Gift Card,597,,16
40968,7.29,15:16:08,2024-01-27,Credit/Debit,,5,4
40969,41.91,16:22:47,2024-05-20,Credit/Debit,540,,21
40970,27.63,13:21:07,2024-02-02,Gift Card,,13,5
40971,39.13,19:33:56,2024-06-06,Credit/Debit,,12,23
40972,49.98,21:32:31,2024-09-19,Credit/Debit,,13,38
40973,15.64,20:58:09,2024-07-20,Gift Card,,12,29
40974,22.05,18:52:09,2024-03-21,Credit/Debit,,4,12
40975,31.1,16:56:34,2024-09-17,Credit/Debit,671,,38
40976,29.12,10:12:34,2024-11-07,Credit/Debit,238,,45
40977,43.86,21:51:55,2024-11-07,Credit/Debit,,12,45
40978,35.15,10:41:59,2024-04-29,Gift Card,,2,18
40979,5.23,21:05:28,2024-05-17,Credit/Debit,,6,20
40980,23.99,16:09:13,2024-08-06,Gift Card,787,,32
40981,49.68,16:10:02,2024-03-20,Credit/Debit,,7,12
40982,16.7,14:38:33,2024-11-06,Credit/Debit,,8,45
40983,19.82,18:34:40,2024-09-26,Credit/Debit,,9,39
40984,25.08,14:37:37,2024-05-09,Gift Card,,9,19
40985,40.5,18:12:53,2024-01-05,Credit/Debit,271,,1
40986,42.41,13:48:32,2024-12-08,Credit/Debit,,6,49
40987,6.17,16:41:19,2024-02-12,Credit/Debit,65,,7
40988,9.69,19:14:06,2024-05-21,Gift Card,920,,21
40989,7.77,12:15:18,2024-11-03,Credit/Debit,450,,44
40990,45.58,11:51:55,2024-10-29,Credit/Debit,,5,44
40991,31.82,10:12:20,2024-01-07,Credit/Debit,,11,1
40992,25.47,20:15:32,2024-04-11,Credit/Debit,,13,15
40993,32.89,15:06:32,2024-11-22,Credit/Debit,148,,47
40994,7.89,14:22:14,2024-11-18,Credit/Debit,797,,47
40995,43.85,18:35:17,2024-06-18,Credit/Debit,493,,25
40996,16.2,14:30:18,2024-01-20,Credit/Debit,25,,3
40997,7.95,13:39:45,2024-07-08,Credit/Debit,,12,28
40998,27.21,20:14:58,2024-03-14,Gift Card,360,,11
40999,23.8,16:26:04,2024-05-28,Gift Card,,3,22
41000,20.16,20:19:49,2024-03-11,Gift Card,,5,11
41001,21.72,21:43:48,2024-11-09,Gift Card,,1,45
41002,45.36,17:51:03,2024-07-07,Credit/Debit,945,,27
41003,12.95,17:44:36,2024-01-13,Credit/Debit,,10,2
41004,48.76,14:31:27,2024-04-30,Credit/Debit,,10,18
41005,32.63,19:39:16,2024-04-25,Credit/Debit,799,,17
41006,5.74,19:59:36,2024-09-20,Gift Card,,12,38
41007,41.03,12:21:58,2024-09-06,Gift Card,271,,36
41008,12.01,20:23:14,2024-06-06,Credit/Debit,56,,23
41009,9.79,18:47:56,2024-09-05,Gift Card,598,,36
41010,31.81,17:47:46,2024-07-11,Gift Card,,7,28
41011,19.72,10:18:56,2024-11-03,Credit/Debit,575,,44
41012,32.56,14:06:01,2024-04-23,Credit/Debit,,3,17
41013,41.36,17:23:40,2024-12-08,Gift Card,294,,49
41014,25.9,18:36:22,2024-11-21,Gift Card,963,,47
41015,6.44,12:37:54,2024-06-29,Gift Card,,6,26
41016,14.57,20:22:08,2024-05-25,Credit/Debit,,12,21
41017,45.66,19:16:43,2024-04-19,Gift Card,626,,16
41018,26.44,21:16:30,2024-03-30,Credit/Debit,93,,13
41019,49.1,13:18:33,2024-02-15,Gift Card,447,,7
41020,46.5,16:17:33,2024-09-29,Credit/Debit,,12,39
41021,36.17,18:59:12,2024-02-16,Credit/Debit,772,,7
41022,34.31,19:23:40,2024-07-06,Credit/Debit,826,,27
41023,43.81,17:43:07,2024-11-13,Gift Card,523,,46
41024,7.47,10:40:02,2024-01-07,Credit/Debit,,1,1
41025,16.6,18:00:14,2024-12-06,Credit/Debit,870,,49
41026,16.27,15:21:02,2024-11-26,Credit/Debit,736,,48
41027,18.53,10:23:27,2024-09-04,Credit/Debit,,11,36
41028,45.55,17:34:31,2024-05-05,Gift Card,,4,18
41029,37.42,20:02:29,2024-05-20,Credit/Debit,509,,21
41030,24.55,16:29:40,2024-12-06,Credit/Debit,,8,49
41031,22.45,16:25:32,2024-02-16,Credit/Debit,,9,7
41032,11.39,14:14:51,2024-10-24,Gift Card,,1,43
41033,11.69,21:57:41,2024-09-06,Credit/Debit,433,,36
41034,16.29,13:45:15,2024-03-12,Credit/Debit,,11,11
41035,30.94,10:28:36,2024-07-06,Gift Card,,1,27
41036,38.84,16:23:59,2024-07-01,Credit/Debit,,10,27
41037,39.9,17:55:18,2024-07-10,Gift Card,,8,28
41038,43.8,14:08:38,2024-09-25,Gift Card,,9,39
41039,9.37,21:26:28,2024-05-27,Gift Card,,13,22
41040,6.43,21:55:04,2024-08-14,Credit/Debit,,3,33
41041,16.98,20:59:13,2024-08-10,Gift Card,919,,32
